order_id,customer_id,order_date,product_id,size,status,fulfillment
92,220,2019-05-01,286,S,Completed,True
1939,220,2019-05-01,286,S,Requested,False
1960,755,2019-05-03,249,S,Completed,True
1968,945,2019-05-03,111,,Completed,True
1968,945,2019-05-03,195,L,Returned,True
1979,702,2019-05-04,73,M,Completed,True
1979,702,2019-05-04,53,L,Completed,True
1979,702,2019-05-04,53,S,Completed,True
1979,702,2019-05-04,249,XS,Requested,False
1982,810,2019-05-05,24,L,Completed,True
1982,810,2019-05-05,210,S,Completed,True
1988,161,2019-05-05,84,S,Completed,True
2001,1021,2019-05-06,123,XL,Requested,False
2029,720,2019-05-07,84,XL,Returned,True
2054,23,2019-05-09,24,M,Completed,True
2065,573,2019-05-10,79,M,Completed,True
2065,573,2019-05-10,249,M,Completed,True
2095,868,2019-05-11,111,,Completed,True
2095,868,2019-05-11,53,M,Completed,True
2104,64,2019-05-12,24,M,Completed,True
2138,708,2019-05-15,145,S,Completed,True
2217,945,2019-05-20,286,L,Completed,True
2237,573,2019-05-21,195,S,Completed,True
2237,573,2019-05-21,208,M,Completed,True
2278,331,2019-05-23,195,S,Completed,True
2278,331,2019-05-23,286,XS,Completed,True
2305,857,2019-05-25,123,M,Returned,True
2318,537,2019-05-26,286,M,Completed,True
2318,537,2019-05-26,210,S,Completed,True
2318,537,2019-05-26,345,L,Returned,True
2318,537,2019-05-26,303,,Requested,False
2326,406,2019-05-26,303,,Requested,False
124,537,2019-05-26,303,,Completed,True
125,406,2019-05-26,303,,Completed,True
2326,406,2019-05-26,303,,Requested,False
2332,388,2019-05-26,303,,Completed,True
2332,388,2019-05-26,210,S,Completed,True
129,167,2019-05-28,249,S,Completed,True
2370,167,2019-05-28,249,S,Requested,False
2370,167,2019-05-28,303,,Returned,True
2370,167,2019-05-28,145,S,Returned,True
2371,327,2019-05-28,249,XS,Completed,True
2392,23,2019-05-29,195,M,Completed,True
2392,23,2019-05-29,73,S,Completed,True
2392,23,2019-05-29,53,XL,Completed,True
2392,23,2019-05-29,210,L,Completed,True
2465,1070,2019-06-02,191,M,Completed,True
2474,304,2019-06-03,66,XS,Completed,True
2480,568,2019-06-04,208,M,Completed,True
2502,900,2019-06-04,145,XS,Completed,True
2518,327,2019-06-05,73,M,Completed,True
2531,183,2019-06-06,123,M,Completed,True
2531,183,2019-06-06,111,,Completed,True
2562,265,2019-06-08,303,,Completed,True
2577,1087,2019-06-09,233,S,Completed,True
2577,1087,2019-06-09,72,M,Completed,True
2577,1087,2019-06-09,311,,Completed,True
2580,987,2019-06-09,206,XS,Completed,True
2599,376,2019-06-10,315,,Completed,True
2615,175,2019-06-11,311,,Completed,True
2622,857,2019-06-11,206,M,Completed,True
2623,304,2019-06-11,203,M,Completed,True
2639,281,2019-06-12,311,,Completed,True
2668,740,2019-06-14,311,,Completed,True
2668,740,2019-06-14,303,,Completed,True
2670,48,2019-06-14,203,L,Completed,True
2685,441,2019-06-15,249,L,Completed,True
2685,441,2019-06-15,64,L,Completed,True
2694,161,2019-06-15,249,M,Completed,True
2697,1002,2019-06-16,145,XL,Completed,True
162,927,2019-06-16,123,XL,Completed,True
163,1021,2019-06-16,123,XL,Completed,True
164,1002,2019-06-16,123,L,Completed,True
2697,1002,2019-06-16,123,L,Requested,False
2697,1002,2019-06-16,123,XL,Completed,True
2719,966,2019-06-17,123,M,Completed,True
2773,945,2019-06-20,286,XL,Completed,True
2784,1070,2019-06-21,233,M,Completed,True
2784,1070,2019-06-21,249,S,Completed,True
2784,1070,2019-06-21,208,M,Completed,True
2802,1095,2019-06-22,233,M,Completed,True
2802,1095,2019-06-22,108,,Completed,True
2802,1095,2019-06-22,72,M,Completed,True
2803,376,2019-06-22,249,S,Completed,True
2832,428,2019-06-23,6,S,Completed,True
2843,994,2019-06-24,64,XS,Completed,True
2858,702,2019-06-25,108,,Completed,True
2865,1036,2019-06-25,24,M,Completed,True
2865,1036,2019-06-25,123,S,Completed,True
2873,167,2019-06-26,66,S,Completed,True
2876,1145,2019-06-26,66,XS,Completed,True
2901,1144,2019-06-28,84,M,Completed,True
2901,1144,2019-06-28,175,L,Completed,True
2907,823,2019-06-28,175,S,Completed,True
2907,823,2019-06-28,64,M,Completed,True
2917,327,2019-06-29,79,S,Completed,True
2917,327,2019-06-29,64,S,Completed,True
2917,327,2019-06-29,117,,Completed,True
2917,327,2019-06-29,84,L,Completed,True
2917,327,2019-06-29,20,S,Completed,True
2918,892,2019-06-29,123,XL,Completed,True
2918,892,2019-06-29,187,XL,Completed,True
2920,331,2019-06-29,84,M,Completed,True
2942,551,2019-07-01,20,S,Completed,True
2942,551,2019-07-01,206,XL,Completed,True
2942,551,2019-07-01,286,L,Completed,True
2942,551,2019-07-01,187,S,Completed,True
2943,1024,2019-07-01,64,S,Completed,True
2943,1024,2019-07-01,311,,Requested,False
2951,702,2019-07-01,53,S,Completed,True
2951,702,2019-07-01,111,,Requested,False
2969,812,2019-07-03,145,M,Completed,True
2978,48,2019-07-03,117,,Completed,True
2978,48,2019-07-03,286,M,Completed,True
2978,48,2019-07-03,13,S,Completed,True
2980,904,2019-07-03,249,S,Completed,True
2980,904,2019-07-03,108,,Completed,True
2997,48,2019-07-05,24,XL,Completed,True
2997,48,2019-07-05,249,S,Requested,False
2997,48,2019-07-05,108,,Completed,True
3013,162,2019-07-05,286,XS,Completed,True
3013,162,2019-07-05,210,M,Completed,True
3013,162,2019-07-05,315,,Completed,True
3013,162,2019-07-05,67,S,Completed,True
3019,107,2019-07-06,206,M,Completed,True
3019,107,2019-07-06,108,,Requested,False
3021,1145,2019-07-06,84,XS,Completed,True
3023,892,2019-07-06,206,S,Completed,True
3023,892,2019-07-06,24,XL,Completed,True
3027,388,2019-07-06,203,S,Completed,True
3049,900,2019-07-07,24,XS,Completed,True
3049,900,2019-07-07,84,M,Completed,True
3049,900,2019-07-07,67,L,Returned,True
3049,900,2019-07-07,249,S,Requested,False
3057,892,2019-07-07,303,,Requested,False
3057,892,2019-07-07,53,M,Completed,True
3057,892,2019-07-07,286,XS,Completed,True
229,892,2019-07-07,249,S,Completed,True
3057,892,2019-07-07,249,S,Requested,False
3057,892,2019-07-07,249,L,Completed,True
3067,106,2019-07-08,84,L,Completed,True
3074,945,2019-07-08,208,S,Completed,True
3098,86,2019-07-10,345,S,Returned,True
3098,86,2019-07-10,233,S,Completed,True
3102,904,2019-07-10,191,M,Returned,True
3140,812,2019-07-12,6,M,Returned,True
3140,812,2019-07-12,208,M,Completed,True
3140,812,2019-07-12,187,S,Completed,True
3157,994,2019-07-13,20,XS,Completed,True
3165,1149,2019-07-14,249,XL,Completed,True
3173,424,2019-07-14,145,M,Completed,True
3173,424,2019-07-14,224,M,Completed,True
3178,162,2019-07-15,20,S,Completed,True
3178,162,2019-07-15,249,L,Completed,True
3178,162,2019-07-15,71,L,Completed,True
3179,1024,2019-07-15,286,XL,Completed,True
3185,91,2019-07-16,187,M,Completed,True
3185,91,2019-07-16,286,S,Completed,True
3218,331,2019-07-17,286,XL,Returned,True
3221,167,2019-07-17,66,L,Completed,True
3221,167,2019-07-17,117,,Completed,True
3232,107,2019-07-18,123,M,Completed,True
3232,107,2019-07-18,350,,Completed,True
3238,678,2019-07-18,350,,Returned,True
3254,904,2019-07-19,249,S,Returned,True
3254,904,2019-07-19,108,,Requested,False
3264,70,2019-07-19,208,S,Completed,True
3264,70,2019-07-19,315,,Completed,True
3267,327,2019-07-20,191,M,Completed,True
261,107,2019-07-20,108,,Completed,True
262,904,2019-07-20,108,,Completed,True
263,327,2019-07-20,108,,Completed,True
3267,327,2019-07-20,108,,Requested,False
3267,327,2019-07-20,303,,Requested,False
3267,327,2019-07-20,73,M,Requested,False
3277,892,2019-07-20,206,XS,Completed,True
3300,1145,2019-07-21,208,M,Completed,True
3303,394,2019-07-21,145,M,Requested,False
3311,167,2019-07-22,203,L,Requested,False
3311,167,2019-07-22,317,,Completed,True
3312,107,2019-07-22,175,S,Completed,True
3354,329,2019-07-24,53,XL,Requested,False
3357,720,2019-07-25,67,S,Completed,True
3374,162,2019-07-26,320,,Completed,True
3374,162,2019-07-26,175,XS,Completed,True
3374,162,2019-07-26,249,L,Completed,True
3384,755,2019-07-27,286,L,Completed,True
3384,755,2019-07-27,145,S,Completed,True
3384,755,2019-07-27,13,XS,Completed,True
3384,755,2019-07-27,123,L,Completed,True
3386,48,2019-07-27,315,,Completed,True
3386,48,2019-07-27,286,M,Completed,True
3389,1047,2019-07-27,6,M,Completed,True
3389,1047,2019-07-27,315,,Requested,False
3390,823,2019-07-27,73,XS,Completed,True
3407,1138,2019-07-29,67,M,Completed,True
3412,1122,2019-07-29,6,L,Completed,True
3418,1051,2019-07-29,71,S,Completed,True
3418,1051,2019-07-29,320,,Completed,True
3423,927,2019-07-30,317,,Completed,True
3423,927,2019-07-30,53,XL,Requested,False
3427,1024,2019-07-30,206,L,Completed,True
3434,755,2019-07-30,311,,Requested,False
3436,76,2019-07-30,350,,Completed,True
3436,76,2019-07-30,123,L,Completed,True
3450,1002,2019-07-31,111,,Requested,False
3451,549,2019-07-31,286,XL,Completed,True
3451,549,2019-07-31,20,M,Completed,True
3481,900,2019-08-02,117,,Completed,True
3481,900,2019-08-02,108,,Completed,True
3481,900,2019-08-02,66,M,Completed,True
3481,900,2019-08-02,84,XS,Completed,True
3497,838,2019-08-03,286,M,Requested,False
3503,1150,2019-08-04,175,S,Completed,True
3521,441,2019-08-05,175,S,Completed,True
3521,441,2019-08-05,84,L,Completed,True
3521,441,2019-08-05,73,M,Requested,False
3522,281,2019-08-06,315,,Requested,False
3522,281,2019-08-06,249,S,Returned,True
3523,91,2019-08-06,6,M,Completed,True
3523,91,2019-08-06,24,L,Completed,True
313,327,2019-08-06,73,M,Completed,True
314,441,2019-08-06,73,M,Completed,True
3528,809,2019-08-06,73,M,Requested,False
3528,809,2019-08-06,145,L,Completed,True
3528,809,2019-08-06,249,S,Completed,True
3532,107,2019-08-06,72,M,Completed,True
3590,86,2019-08-11,123,L,Completed,True
320,702,2019-08-11,111,,Completed,True
321,1002,2019-08-11,111,,Completed,True
322,86,2019-08-11,111,,Completed,True
3590,86,2019-08-11,111,,Requested,False
3609,161,2019-08-12,175,L,Completed,True
325,1024,2019-08-13,311,,Completed,True
326,411,2019-08-13,311,,Completed,True
3625,411,2019-08-13,311,,Requested,False
3625,411,2019-08-13,67,S,Requested,False
3625,411,2019-08-13,20,S,Completed,True
3645,107,2019-08-15,24,L,Completed,True
3655,1110,2019-08-15,6,XS,Completed,True
3655,1110,2019-08-15,66,L,Completed,True
3655,1110,2019-08-15,286,L,Requested,False
3660,388,2019-08-16,317,,Completed,True
3663,812,2019-08-16,249,S,Completed,True
3672,857,2019-08-16,72,XL,Completed,True
3674,1014,2019-08-16,108,,Returned,True
3685,342,2019-08-17,67,S,Requested,False
3691,92,2019-08-17,111,,Completed,True
3693,987,2019-08-17,20,XL,Returned,True
3698,76,2019-08-18,24,L,Completed,True
3698,76,2019-08-18,249,M,Completed,True
3698,76,2019-08-18,71,L,Completed,True
3698,76,2019-08-18,145,S,Requested,False
3703,92,2019-08-18,233,S,Completed,True
3703,92,2019-08-18,111,,Completed,True
3703,92,2019-08-18,224,S,Completed,True
3703,92,2019-08-18,123,S,Completed,True
3704,615,2019-08-18,208,M,Completed,True
3709,64,2019-08-19,84,M,Completed,True
3709,64,2019-08-19,249,L,Requested,False
3710,441,2019-08-19,187,L,Completed,True
3719,487,2019-08-19,64,S,Returned,True
3719,487,2019-08-19,345,L,Completed,True
3719,487,2019-08-19,224,L,Completed,True
356,838,2019-08-19,286,M,Completed,True
357,1110,2019-08-19,286,L,Completed,True
358,487,2019-08-19,286,M,Completed,True
3719,487,2019-08-19,286,M,Requested,False
3719,487,2019-08-19,311,,Completed,True
3730,190,2019-08-20,208,XL,Completed,True
3730,190,2019-08-20,108,,Completed,True
3738,475,2019-08-20,210,XL,Completed,True
3738,475,2019-08-20,249,M,Completed,True
3742,923,2019-08-20,208,S,Completed,True
3743,185,2019-08-20,311,,Completed,True
367,892,2019-08-20,303,,Completed,True
368,327,2019-08-20,303,,Completed,True
3746,265,2019-08-20,303,,Requested,False
3746,265,2019-08-20,73,S,Returned,True
3751,897,2019-08-21,123,S,Completed,True
3751,897,2019-08-21,249,M,Completed,True
3751,897,2019-08-21,67,M,Completed,True
3756,38,2019-08-21,249,M,Requested,False
3769,884,2019-08-22,286,S,Completed,True
3769,884,2019-08-22,286,S,Completed,True
3775,424,2019-08-22,233,S,Completed,True
3775,424,2019-08-22,53,M,Completed,True
3781,707,2019-08-22,224,M,Completed,True
3788,1150,2019-08-23,117,,Requested,False
3788,1150,2019-08-23,191,L,Completed,True
382,64,2019-08-23,249,L,Completed,True
383,1150,2019-08-23,249,M,Completed,True
3788,1150,2019-08-23,249,M,Requested,False
3794,667,2019-08-23,286,M,Completed,True
3795,237,2019-08-23,210,M,Completed,True
3795,237,2019-08-23,249,M,Completed,True
3795,237,2019-08-23,345,S,Completed,True
3795,237,2019-08-23,145,XL,Requested,False
3795,237,2019-08-23,145,M,Completed,True
3798,987,2019-08-24,233,S,Completed,True
3802,428,2019-08-24,6,M,Completed,True
3802,428,2019-08-24,6,S,Completed,True
3803,1149,2019-08-24,123,S,Requested,False
3803,1149,2019-08-24,249,S,Completed,True
3803,1149,2019-08-24,145,M,Completed,True
3803,1149,2019-08-24,117,,Requested,False
3803,1149,2019-08-24,67,L,Returned,True
3806,992,2019-08-24,64,M,Completed,True
3806,992,2019-08-24,24,L,Requested,False
3813,900,2019-08-25,111,,Completed,True
3813,900,2019-08-25,249,L,Completed,True
3825,76,2019-08-25,249,S,Completed,True
3827,1145,2019-08-26,208,S,Completed,True
3827,1145,2019-08-26,191,S,Completed,True
3833,86,2019-08-26,145,M,Completed,True
3833,86,2019-08-26,320,,Completed,True
3833,86,2019-08-26,191,XS,Completed,True
3833,86,2019-08-26,71,S,Completed,True
3833,86,2019-08-26,24,S,Completed,True
3835,197,2019-08-26,191,XL,Completed,True
3851,185,2019-08-27,303,,Returned,True
3851,185,2019-08-27,13,M,Completed,True
3851,185,2019-08-27,286,L,Completed,True
3854,857,2019-08-27,13,M,Completed,True
3883,568,2019-08-29,224,S,Completed,True
3883,568,2019-08-29,311,,Completed,True
3896,281,2019-08-30,53,M,Completed,True
3896,281,2019-08-30,195,S,Completed,True
3896,281,2019-08-30,286,XL,Completed,True
3908,761,2019-08-30,73,XS,Completed,True
3913,857,2019-08-31,233,L,Completed,True
3913,857,2019-08-31,64,M,Completed,True
3913,857,2019-08-31,79,L,Completed,True
3913,857,2019-08-31,13,XL,Completed,True
3915,1065,2019-08-31,145,M,Requested,False
3915,1065,2019-08-31,317,,Completed,True
428,1150,2019-08-31,117,,Completed,True
429,1149,2019-08-31,117,,Completed,True
430,1065,2019-08-31,117,,Completed,True
3915,1065,2019-08-31,117,,Requested,False
3915,1065,2019-08-31,72,L,Completed,True
3924,388,2019-08-31,249,S,Completed,True
3930,537,2019-09-01,20,XL,Completed,True
3930,537,2019-09-01,210,M,Completed,True
3934,64,2019-09-01,303,,Completed,True
3934,64,2019-09-01,249,M,Completed,True
3942,358,2019-09-01,317,,Requested,False
3948,871,2019-09-02,286,XS,Completed,True
3967,358,2019-09-03,286,S,Completed,True
3967,358,2019-09-03,224,XS,Returned,True
3967,358,2019-09-03,73,L,Completed,True
3983,487,2019-09-04,145,S,Completed,True
3985,1061,2019-09-04,117,,Completed,True
3987,1122,2019-09-05,79,M,Completed,True
3991,812,2019-09-05,123,M,Completed,True
447,281,2019-09-07,315,,Completed,True
448,810,2019-09-07,315,,Completed,True
4030,810,2019-09-07,315,,Requested,False
4030,810,2019-09-07,187,L,Completed,True
4035,358,2019-09-08,145,S,Completed,True
4035,358,2019-09-08,145,S,Completed,True
4035,358,2019-09-08,187,S,Completed,True
4035,358,2019-09-08,175,S,Completed,True
4039,741,2019-09-08,66,M,Completed,True
4045,720,2019-09-08,159,M,Completed,True
4045,720,2019-09-08,66,S,Completed,True
4046,376,2019-09-08,71,L,Completed,True
4051,1070,2019-09-08,233,M,Completed,True
4051,1070,2019-09-08,249,S,Requested,False
4058,1145,2019-09-09,195,L,Completed,True
4058,1145,2019-09-09,311,,Requested,False
4065,966,2019-09-09,315,,Completed,True
4065,966,2019-09-09,145,XL,Completed,True
4067,871,2019-09-09,350,,Completed,True
4074,783,2019-09-10,115,,Completed,True
4075,38,2019-09-10,123,S,Requested,False
4082,900,2019-09-10,175,L,Completed,True
4082,900,2019-09-10,191,XL,Completed,True
4082,900,2019-09-10,79,L,Completed,True
4088,406,2019-09-10,195,XL,Returned,True
4095,64,2019-09-10,286,S,Requested,False
4095,64,2019-09-10,6,XL,Completed,True
4098,1127,2019-09-11,145,L,Completed,True
4098,1127,2019-09-11,64,XL,Completed,True
4098,1127,2019-09-11,249,M,Completed,True
4103,680,2019-09-11,315,,Completed,True
4103,680,2019-09-11,56,XL,Completed,True
4105,1009,2019-09-11,233,M,Completed,True
4111,684,2019-09-11,210,M,Completed,True
4111,684,2019-09-11,145,M,Requested,False
4117,335,2019-09-12,320,,Completed,True
4117,335,2019-09-12,84,S,Completed,True
4143,1146,2019-09-13,56,M,Completed,True
4143,1146,2019-09-13,249,L,Completed,True
4149,1002,2019-09-14,206,S,Completed,True
4149,1002,2019-09-14,19,L,Completed,True
4149,1002,2019-09-14,111,,Requested,False
4149,1002,2019-09-14,303,,Completed,True
4151,185,2019-09-14,13,M,Completed,True
4165,783,2019-09-15,64,S,Completed,True
4174,411,2019-09-16,191,XL,Completed,True
4178,810,2019-09-16,249,M,Requested,False
4181,1149,2019-09-16,249,L,Completed,True
4182,337,2019-09-17,317,,Requested,False
496,810,2019-09-17,249,M,Completed,True
497,337,2019-09-17,249,S,Completed,True
4182,337,2019-09-17,249,S,Requested,False
4184,551,2019-09-17,90,S,Completed,True
4186,573,2019-09-17,115,,Completed,True
4186,573,2019-09-17,249,M,Completed,True
4186,573,2019-09-17,249,L,Completed,True
4186,573,2019-09-17,195,L,Completed,True
4193,378,2019-09-17,249,S,Completed,True
4197,475,2019-09-17,90,S,Completed,True
4197,475,2019-09-17,19,L,Completed,True
4226,728,2019-09-20,159,S,Completed,True
4228,680,2019-09-20,208,M,Requested,False
4229,761,2019-09-20,291,M,Completed,True
4231,1119,2019-09-20,175,M,Returned,True
4231,1119,2019-09-20,291,S,Returned,True
4231,1119,2019-09-20,249,M,Completed,True
4235,205,2019-09-20,117,,Completed,True
4238,91,2019-09-20,117,,Completed,True
4238,91,2019-09-20,145,XS,Completed,True
4238,91,2019-09-20,249,L,Completed,True
4238,91,2019-09-20,117,,Requested,False
4239,1144,2019-09-20,249,M,Completed,True
4242,441,2019-09-20,350,,Returned,True
4249,114,2019-09-21,175,M,Completed,True
521,342,2019-09-22,67,S,Completed,True
522,38,2019-09-22,67,S,Completed,True
4256,38,2019-09-22,67,S,Requested,False
4257,281,2019-09-22,286,S,Requested,False
4257,281,2019-09-22,117,,Requested,False
4257,281,2019-09-22,203,M,Completed,True
4257,281,2019-09-22,291,S,Completed,True
4257,281,2019-09-22,71,M,Completed,True
4259,211,2019-09-22,195,S,Completed,True
4259,211,2019-09-22,291,M,Completed,True
4261,167,2019-09-22,315,,Completed,True
4274,327,2019-09-23,19,S,Completed,True
4283,475,2019-09-24,249,XL,Completed,True
4285,448,2019-09-24,303,,Completed,True
4285,448,2019-09-24,249,M,Requested,False
4287,839,2019-09-24,350,,Completed,True
537,91,2019-09-25,117,,Completed,True
4306,1122,2019-09-25,117,,Requested,False
4306,1122,2019-09-25,233,M,Completed,True
4306,1122,2019-09-25,19,XL,Completed,True
4306,1122,2019-09-25,56,M,Completed,True
4306,1122,2019-09-25,203,S,Requested,False
4308,327,2019-09-25,6,XS,Completed,True
4313,923,2019-09-25,84,S,Completed,True
4313,923,2019-09-25,249,M,Requested,False
4315,23,2019-09-25,191,M,Completed,True
4317,394,2019-09-26,224,XS,Completed,True
4318,487,2019-09-26,145,L,Completed,True
4318,487,2019-09-26,72,L,Completed,True
4318,487,2019-09-26,123,S,Requested,False
4318,487,2019-09-26,187,S,Completed,True
4318,487,2019-09-26,123,M,Completed,True
4320,1127,2019-09-26,66,S,Completed,True
4326,86,2019-09-26,191,M,Completed,True
4333,884,2019-09-26,72,M,Requested,False
4333,884,2019-09-26,249,L,Completed,True
4333,884,2019-09-26,210,S,Completed,True
4337,378,2019-09-27,111,,Requested,False
4337,378,2019-09-27,315,,Requested,False
4337,378,2019-09-27,13,L,Completed,True
4337,378,2019-09-27,206,S,Completed,True
4337,378,2019-09-27,13,M,Completed,True
4338,892,2019-09-27,115,,Completed,True
4348,205,2019-09-27,311,,Requested,False
4348,205,2019-09-27,123,XL,Completed,True
4363,48,2019-09-28,291,S,Completed,True
567,48,2019-09-28,145,M,Completed,True
4363,48,2019-09-28,145,M,Requested,False
4363,48,2019-09-28,175,S,Returned,True
570,337,2019-09-29,317,,Completed,True
4369,64,2019-09-29,317,,Requested,False
4382,105,2019-09-30,72,L,Completed,True
4382,105,2019-09-30,20,M,Completed,True
4398,684,2019-10-01,315,,Requested,False
4400,955,2019-10-01,145,M,Completed,True
4400,955,2019-10-01,115,,Completed,True
4405,217,2019-10-01,19,S,Completed,True
4405,217,2019-10-01,203,M,Completed,True
4406,114,2019-10-01,145,S,Completed,True
4411,1004,2019-10-02,210,XL,Completed,True
4435,1036,2019-10-04,175,M,Completed,True
4441,702,2019-10-04,123,L,Completed,True
4441,702,2019-10-04,123,M,Completed,True
4449,376,2019-10-05,233,XS,Completed,True
4449,376,2019-10-05,145,S,Completed,True
4460,872,2019-10-06,56,M,Completed,True
587,1145,2019-10-07,311,,Completed,True
588,162,2019-10-07,311,,Completed,True
4482,162,2019-10-07,311,,Requested,False
4482,162,2019-10-07,69,S,Completed,True
4488,329,2019-10-07,123,M,Completed,True
4504,304,2019-10-08,24,XS,Completed,True
4504,304,2019-10-08,145,L,Completed,True
594,448,2019-10-10,249,M,Completed,True
595,923,2019-10-10,249,M,Completed,True
596,327,2019-10-10,249,L,Completed,True
4534,327,2019-10-10,249,L,Requested,False
4540,175,2019-10-11,123,S,Completed,True
4550,64,2019-10-11,187,S,Completed,True
4550,64,2019-10-11,19,S,Completed,True
4551,852,2019-10-11,317,,Completed,True
602,167,2019-10-12,203,L,Completed,True
603,1122,2019-10-12,203,S,Completed,True
604,1087,2019-10-12,203,S,Completed,True
4554,1087,2019-10-12,203,S,Requested,False
4554,1087,2019-10-12,303,,Requested,False
4565,702,2019-10-12,117,,Completed,True
608,927,2019-10-12,53,XL,Completed,True
609,702,2019-10-12,53,M,Completed,True
4565,702,2019-10-12,53,M,Requested,False
4577,175,2019-10-13,206,M,Completed,True
4584,1116,2019-10-13,108,,Completed,True
4584,1116,2019-10-13,303,,Requested,False
4585,190,2019-10-14,287,XS,Completed,True
4586,211,2019-10-14,69,S,Completed,True
4600,720,2019-10-15,187,M,Completed,True
4606,458,2019-10-15,191,S,Completed,True
4606,458,2019-10-15,317,,Completed,True
4616,755,2019-10-16,145,XS,Completed,True
4616,755,2019-10-16,145,XL,Completed,True
4624,327,2019-10-16,320,,Requested,False
4624,327,2019-10-16,187,M,Completed,True
4631,91,2019-10-17,291,M,Completed,True
4631,91,2019-10-17,123,XS,Completed,True
4631,91,2019-10-17,84,S,Completed,True
626,378,2019-10-17,315,,Completed,True
4631,91,2019-10-17,315,,Requested,False
4678,1127,2019-10-20,320,,Requested,False
4678,1127,2019-10-20,233,L,Completed,True
4697,620,2019-10-21,114,,Completed,True
4718,904,2019-10-23,291,L,Completed,True
4718,904,2019-10-23,233,L,Completed,True
4719,551,2019-10-23,108,,Requested,False
4719,551,2019-10-23,24,XS,Requested,False
635,327,2019-10-23,320,,Completed,True
